input,cost_optsol,output_optsol,runtime_optsol
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 2, 4, 1]-[4, 1, 2, 3]-[4, 3, 2, 1]",6,"['[(1, 4), (1, 2), (4, 3), (3, 2), (1, 3), (4, 2)]', '[(2, 4), (1, 2), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(2, 3), (1, 3), (1, 2), (4, 3), (4, 1), (4, 2)]', '[(2, 1), (4, 3), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(3, 1), (2, 4), (4, 1), (2, 1)]', '[(2, 4), (1, 3)]']",33.6337835
"[1, 4, 3, 2]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 4, 2, 1]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 2, 1]",6,"['[(2, 3), (2, 4), (2, 1), (4, 3), (1, 3), (1, 4)]', '[(1, 2), (4, 2), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(1, 2), (4, 3), (4, 2), (3, 2), (1, 3)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (1, 4)]', '[(2, 1), (3, 1), (4, 2), (3, 2), (4, 1)]', '[(2, 3), (4, 1), (2, 1)]']",24.97827874
"[1, 2, 3, 4]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 3, 1]-[4, 3, 2, 1]",7,"['[(1, 4), (1, 2), (4, 3), (3, 2), (1, 3), (4, 2)]', '[(2, 3), (2, 4), (2, 1), (4, 1), (4, 3), (1, 3)]', '[(1, 2), (3, 4), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 4), (3, 4), (1, 4), (2, 3), (1, 3)]', '[(1, 2), (4, 1), (4, 3), (4, 2), (1, 3)]', '[(3, 1), (4, 1), (2, 1), (4, 3)]', '[(3, 1), (2, 4), (3, 4), (3, 2)]']",6.23771269
"[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 3, 4, 1]-[3, 1, 2, 4]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",5,"['[(1, 2), (3, 4), (4, 2), (3, 2), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (4, 1)]', '[(2, 4), (1, 2), (3, 4), (1, 4), (3, 2)]', '[(3, 1), (4, 1), (2, 1), (4, 2)]', '[(1, 2), (4, 3)]']",7.3342311
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 3, 1, 4]-[3, 1, 2, 4]-[3, 2, 1, 4]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 3, 1]-[4, 3, 1, 2]",5,"['[(3, 4), (2, 1), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 3), (2, 1), (4, 3), (3, 1), (4, 1), (4, 2)]', '[(1, 2), (1, 3), (3, 4), (1, 4)]', '[(3, 1), (2, 4), (3, 4), (1, 4)]', '[(1, 2), (4, 2), (4, 3)]']",8.29716815
"[1, 2, 4, 3]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 4, 1, 3]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 2, 1]",5,"['[(2, 3), (2, 4), (2, 1), (4, 1), (4, 3), (1, 3)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2)]', '[(1, 2), (1, 3), (1, 4), (4, 3)]', '[(3, 2), (1, 2), (3, 4), (4, 2)]', '[(4, 1), (2, 1), (4, 2)]']",8.00234778
"[1, 2, 4, 3]-[1, 3, 4, 2]-[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]",6,"['[(1, 2), (3, 4), (4, 2), (3, 2), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (1, 3), (1, 4)]', '[(1, 3), (1, 2), (4, 3), (3, 2), (4, 1), (4, 2)]', '[(1, 2), (4, 3), (1, 4), (2, 3), (1, 3)]', '[(3, 1), (3, 2), (3, 4), (1, 4)]', '[(2, 3), (4, 1), (4, 3)]']",12.12513696
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 3, 1, 4]-[2, 4, 1, 3]-[3, 1, 4, 2]-[3, 4, 1, 2]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 3, 1, 2]-[4, 3, 2, 1]",5,"['[(2, 4), (2, 1), (3, 4), (1, 4), (2, 3)]', '[(2, 1), (4, 1), (4, 3), (2, 3), (1, 3)]', '[(1, 2), (3, 4), (3, 1), (4, 2), (3, 2)]', '[(2, 4), (1, 2), (1, 3), (1, 4)]', '[(3, 2), (4, 2), (4, 3)]']",5.35943872
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 4, 1]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 3, 2, 1]",6,"['[(1, 4), (1, 2), (4, 3), (3, 2), (1, 3), (4, 2)]', '[(2, 3), (2, 4), (2, 1), (4, 3), (1, 3), (1, 4)]', '[(2, 1), (4, 3), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 4), (1, 3), (3, 4), (1, 4)]', '[(1, 3), (4, 1), (4, 2), (4, 3)]', '[(3, 1), (4, 1), (3, 4)]']",7.70080962
"[1, 3, 2, 4]-[1, 3, 4, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 4, 1, 3]-[3, 1, 2, 4]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[4, 2, 1, 3]-[4, 3, 1, 2]-[4, 3, 2, 1]",6,"['[(1, 2), (3, 4), (4, 2), (3, 2), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (1, 4)]', '[(1, 2), (3, 4), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(4, 3), (3, 1), (4, 2), (3, 2), (4, 1)]', '[(2, 4), (3, 4), (3, 2)]', '[(2, 3), (1, 3), (2, 1)]']",12.34989278
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 4, 3, 1]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 2, 1]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 3, 1, 2]",8,"['[(2, 3), (1, 4), (1, 2), (4, 3), (1, 3), (4, 2)]', '[(2, 3), (2, 4), (2, 1), (4, 3), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (4, 3), (3, 1), (4, 1)]', '[(2, 3), (2, 1), (4, 1), (4, 3), (1, 3), (4, 2)]', '[(1, 2), (4, 3), (4, 2), (3, 2), (4, 1)]', '[(1, 2), (1, 3), (3, 4), (1, 4)]', '[(3, 1), (3, 2), (2, 1), (3, 4)]']",8.58900455
"[1, 2, 3, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 3, 1, 4]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 4, 1]-[3, 4, 2, 1]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 3, 1, 2]-[4, 3, 2, 1]",7,"['[(1, 2), (3, 4), (4, 2), (3, 2), (1, 3), (1, 4)]', '[(2, 3), (1, 4), (1, 2), (4, 3), (1, 3), (4, 2)]', '[(2, 3), (2, 1), (4, 1), (4, 3), (1, 3), (4, 2)]', '[(1, 2), (3, 4), (3, 1), (1, 4), (3, 2)]', '[(2, 1), (3, 4), (3, 1), (3, 2), (4, 1)]', '[(2, 3), (2, 4), (3, 4), (1, 4)]', '[(3, 2), (4, 1), (4, 2), (4, 3)]']",7.3140561
"[1, 3, 2, 4]-[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 4, 1, 2]-[4, 1, 2, 3]-[4, 2, 3, 1]",6,"['[(2, 3), (2, 1), (4, 3), (3, 1), (4, 1), (4, 2)]', '[(1, 2), (4, 3), (4, 2), (2, 3), (1, 3)]', '[(2, 4), (2, 1), (4, 3), (2, 3), (1, 3)]', '[(1, 2), (3, 4), (3, 1), (4, 2), (3, 2)]', '[(2, 4), (3, 4), (1, 4), (3, 2)]', '[(2, 3), (2, 4), (2, 1), (3, 4)]']",24.20890838
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 4, 3, 2]-[2, 1, 4, 3]-[2, 4, 1, 3]-[3, 1, 4, 2]-[3, 2, 1, 4]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",7,"['[(1, 4), (1, 2), (4, 3), (3, 2), (1, 3), (4, 2)]', '[(1, 2), (4, 2), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(2, 4), (1, 2), (3, 4), (1, 4), (1, 3)]', '[(1, 2), (4, 1), (4, 3), (4, 2), (1, 3)]', '[(2, 3), (2, 4), (1, 3), (4, 3)]', '[(3, 1), (4, 1), (4, 2), (4, 3)]']",29.73959408
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 3, 1, 4]-[2, 3, 4, 1]-[3, 1, 2, 4]-[3, 2, 1, 4]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 2, 1]",5,"['[(2, 3), (2, 4), (1, 2), (3, 4), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (4, 1)]', '[(3, 1), (2, 4), (3, 4), (1, 4)]', '[(4, 1), (2, 1), (4, 2), (4, 3)]', '[(1, 2), (1, 3), (4, 3)]']",3.87231272
"[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 3, 4, 2]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[3, 1, 2, 4]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 2, 1, 3]-[4, 3, 1, 2]",7,"['[(1, 2), (3, 4), (4, 2), (3, 2), (1, 3), (1, 4)]', '[(3, 4), (2, 1), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 4), (4, 3), (1, 4), (2, 3), (1, 3)]', '[(2, 4), (1, 2), (3, 4), (1, 4), (3, 2)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (2, 3)]', '[(1, 2), (3, 1), (4, 2), (3, 2), (4, 1)]', '[(2, 3), (4, 3), (1, 3), (4, 1)]']",11.40282989
"[1, 2, 3, 4]-[1, 3, 2, 4]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 4, 1, 2]-[4, 1, 2, 3]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",6,"['[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (4, 1)]', '[(2, 4), (1, 2), (3, 4), (1, 4), (1, 3)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (1, 4)]', '[(1, 2), (3, 4), (3, 1), (4, 2), (3, 2)]', '[(2, 3), (4, 3), (1, 3), (4, 1)]', '[(3, 1), (4, 1), (4, 2), (4, 3)]']",7.90931083
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 4, 2]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 4, 1]-[2, 4, 1, 3]-[3, 1, 2, 4]-[3, 2, 4, 1]-[3, 4, 2, 1]-[4, 1, 3, 2]-[4, 2, 1, 3]",5,"['[(2, 4), (1, 2), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(2, 3), (2, 1), (4, 1), (4, 3), (1, 3), (4, 2)]', '[(3, 2), (1, 2), (1, 3), (4, 2)]', '[(3, 1), (4, 1), (2, 1), (3, 4)]', '[(2, 3), (2, 4), (1, 3)]']",4.88728443
"[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 2, 1, 3]",7,"['[(2, 3), (2, 4), (1, 2), (4, 3), (1, 3), (1, 4)]', '[(2, 4), (1, 2), (3, 4), (3, 2), (1, 3), (1, 4)]', '[(1, 4), (1, 2), (4, 3), (3, 2), (1, 3), (4, 2)]', '[(2, 4), (2, 1), (1, 4), (2, 3), (1, 3)]', '[(2, 1), (3, 4), (3, 1), (3, 2), (4, 1)]', '[(1, 3), (4, 3), (4, 2), (2, 3), (4, 1)]', '[(3, 1), (3, 4), (1, 4)]']",25.90058461
"[1, 2, 3, 4]-[1, 2, 4, 3]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 4, 1, 3]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 4, 2, 1]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 2, 1]",4,"['[(1, 3), (1, 2), (4, 3), (3, 2), (4, 1), (4, 2)]', '[(3, 1), (3, 2), (3, 4), (1, 4)]', '[(4, 1), (2, 1), (4, 2)]', '[(2, 3), (2, 4), (1, 3)]']",2.88120313
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 3, 1]-[3, 2, 4, 1]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 3, 1, 2]",5,"['[(1, 2), (4, 3), (1, 4), (2, 3), (1, 3)]', '[(2, 1), (3, 4), (3, 1), (3, 2), (4, 1)]', '[(1, 2), (1, 3), (3, 4), (1, 4)]', '[(3, 1), (2, 4), (2, 3), (2, 1)]', '[(1, 2), (4, 1), (4, 2), (4, 3)]']",6.46184859
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 3, 1, 2]-[4, 3, 2, 1]",6,"['[(2, 3), (2, 4), (2, 1), (3, 4), (1, 3), (1, 4)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(2, 3), (2, 1), (4, 1), (4, 3), (1, 3), (4, 2)]', '[(1, 2), (4, 3), (4, 2), (3, 2), (1, 3)]', '[(2, 3), (1, 2), (1, 3), (1, 4)]', '[(3, 1), (3, 2), (4, 2)]']",23.72789684
"[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 2, 1, 3]",4,"['[(2, 4), (3, 4), (3, 1), (1, 4), (3, 2)]', '[(1, 3), (4, 3), (4, 2), (2, 3), (4, 1)]', '[(3, 1), (3, 2), (3, 4), (4, 2)]', '[(2, 3), (2, 4), (2, 1)]']",4.08339024
"[1, 2, 4, 3]-[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 4, 2]-[3, 2, 4, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 3, 1]-[4, 3, 1, 2]",6,"['[(2, 3), (2, 4), (2, 1), (3, 4), (1, 3), (1, 4)]', '[(1, 2), (4, 2), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(2, 3), (2, 1), (4, 3), (3, 1), (4, 1), (4, 2)]', '[(2, 3), (1, 3), (1, 4), (4, 3)]', '[(1, 2), (4, 1), (4, 2), (4, 3)]', '[(2, 4), (4, 1), (2, 1)]']",18.35543466
"[1, 2, 4, 3]-[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 4, 3, 1]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 4, 1, 2]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 3, 1, 2]-[4, 3, 2, 1]",7,"['[(2, 3), (2, 4), (1, 2), (4, 3), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (4, 3), (3, 1), (4, 1)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(2, 4), (2, 1), (1, 4), (2, 3), (1, 3)]', '[(1, 2), (3, 4), (3, 1), (4, 2), (3, 2)]', '[(2, 3), (1, 3), (4, 2), (4, 3)]', '[(3, 2), (4, 1), (4, 2), (4, 3)]']",27.6193943
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 4, 2, 3]-[2, 4, 1, 3]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",4,"['[(2, 3), (2, 4), (2, 1), (4, 1), (4, 3), (1, 3)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2)]', '[(2, 3), (1, 2), (1, 3)]', '[(3, 1), (4, 2)]']",2.83155224
"[1, 2, 3, 4]-[1, 3, 4, 2]-[1, 4, 3, 2]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 4, 3, 1]-[3, 2, 1, 4]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 3, 1]-[4, 3, 1, 2]",7,"['[(2, 3), (2, 4), (1, 2), (3, 4), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (4, 3), (1, 3), (1, 4)]', '[(3, 4), (2, 1), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(1, 2), (1, 4), (4, 2), (3, 2), (1, 3)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (1, 4)]', '[(2, 1), (4, 3), (3, 1), (2, 3), (4, 1)]', '[(1, 2), (4, 1), (4, 2)]']",8.91860808
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",5,"['[(2, 3), (2, 4), (2, 1), (4, 1), (4, 3), (1, 3)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2)]', '[(2, 4), (1, 2), (1, 3), (1, 4)]', '[(3, 1), (4, 1), (2, 1), (4, 3)]', '[(1, 2), (4, 1), (4, 2)]']",4.05544215
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 4, 2, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",7,"['[(2, 3), (2, 4), (1, 2), (4, 3), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (4, 3), (3, 1), (4, 1)]', '[(3, 4), (2, 1), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 4), (3, 4), (1, 4), (2, 3), (1, 3)]', '[(2, 4), (3, 4), (3, 1), (1, 4), (3, 2)]', '[(4, 3), (3, 1), (4, 2), (3, 2), (4, 1)]', '[(1, 4), (1, 2), (4, 2)]']",22.53923277
"[1, 2, 3, 4]-[1, 2, 4, 3]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 4, 1]-[2, 4, 1, 3]-[3, 1, 2, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[4, 1, 2, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",6,"['[(2, 4), (1, 2), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(1, 2), (3, 4), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 3), (1, 3), (1, 2), (4, 3), (4, 1), (4, 2)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (4, 1)]', '[(3, 1), (4, 1), (4, 2), (4, 3)]', '[(2, 3), (2, 4), (1, 3)]']",7.83799956
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[3, 1, 4, 2]-[3, 2, 4, 1]-[3, 4, 1, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]",7,"['[(2, 4), (1, 2), (3, 4), (3, 2), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (4, 1), (4, 3), (1, 3)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2), (4, 1)]', '[(1, 2), (4, 3), (1, 4), (2, 3), (1, 3)]', '[(1, 2), (3, 4), (3, 1), (4, 2), (3, 2)]', '[(2, 1), (4, 3), (4, 2), (2, 3), (4, 1)]', '[(2, 3), (2, 4), (3, 4)]']",26.9622845
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 3, 2]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[3, 1, 2, 4]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 3, 2, 1]",7,"['[(1, 2), (3, 4), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 3), (1, 3), (1, 2), (4, 3), (4, 1), (4, 2)]', '[(1, 2), (1, 4), (4, 2), (3, 2), (1, 3)]', '[(2, 4), (2, 1), (4, 3), (2, 3), (1, 3)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (2, 3)]', '[(2, 1), (3, 1), (4, 2), (3, 2), (4, 1)]', '[(2, 4), (1, 2), (3, 4), (1, 4)]']",11.23874705
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 4, 2]-[1, 4, 3, 2]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 4, 2]-[3, 4, 1, 2]-[4, 1, 3, 2]-[4, 2, 3, 1]-[4, 3, 2, 1]",6,"['[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (1, 4)]', '[(2, 4), (1, 2), (1, 4), (2, 3), (1, 3)]', '[(1, 2), (4, 3), (4, 2), (3, 2), (1, 3)]', '[(2, 1), (4, 3), (3, 1), (4, 2), (4, 1)]', '[(3, 2), (1, 2), (3, 4), (4, 2)]', '[(2, 3), (2, 4), (4, 1), (2, 1)]']",13.45058705
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 4, 3, 2]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 2, 1, 3]-[4, 3, 1, 2]-[4, 3, 2, 1]",6,"['[(1, 4), (1, 2), (4, 3), (3, 2), (1, 3), (4, 2)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(2, 3), (2, 1), (4, 1), (4, 3), (1, 3), (4, 2)]', '[(2, 4), (1, 2), (3, 4), (1, 4), (1, 3)]', '[(2, 3), (2, 4), (4, 1), (2, 1)]', '[(3, 1), (3, 2), (4, 1)]']",18.12551859
"[1, 2, 4, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 3, 1, 4]-[2, 4, 3, 1]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",6,"['[(2, 3), (2, 4), (1, 2), (4, 3), (1, 3), (1, 4)]', '[(1, 4), (1, 2), (4, 3), (3, 2), (1, 3), (4, 2)]', '[(2, 3), (2, 4), (2, 1), (4, 3), (3, 1), (4, 1)]', '[(2, 4), (2, 1), (3, 4), (1, 4), (2, 3)]', '[(2, 3), (4, 1), (4, 2), (4, 3)]', '[(3, 1), (3, 2), (4, 1)]']",8.34583764
"[1, 2, 3, 4]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 4, 2]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 2, 1]",5,"['[(1, 4), (1, 2), (4, 3), (3, 2), (1, 3), (4, 2)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (4, 1)]', '[(2, 4), (3, 4), (1, 4), (2, 3), (1, 3)]', '[(3, 1), (3, 2), (3, 4), (4, 2)]', '[(2, 1), (4, 3)]']",5.54930236
"[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 3, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]",5,"['[(2, 4), (1, 2), (3, 4), (3, 2), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (1, 3), (1, 4)]', '[(1, 2), (4, 3), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(3, 1), (2, 3), (2, 1)]', '[(1, 3), (4, 2)]']",5.19773666
